Query_Filename,Query_ID,Claim_Filename,Claim_ID
CLL0C04AR98.000004.ttl,claim-CLL0C04AR98.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA9W_2
CLL0C04AR98.000004.ttl,claim-CLL0C04AR98.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA25_0
CLL0C04BZQS.000004.ttl,claim-CLL0C04BZQS.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04ATJY_0
CLL0C04BZQS.000004.ttl,claim-CLL0C04BZQS.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049P3R_2
CLL0C04BZQS.000004.ttl,claim-CLL0C04BZQS.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04ATQR_0
CLL0C04BZQS.000004.ttl,claim-CLL0C04BZQS.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04ATRG_10
CLL0C04BZQS.000004.ttl,claim-CLL0C04BZQS.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049P3D_1
CLL0C04BZQS.000004.ttl,claim-CLL0C04BZQS.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04ATRA_10
CLL0C04BZQS.000004.ttl,claim-CLL0C04BZQS.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04ATRG_4
CLL0C04BZQS.000004.ttl,claim-CLL0C04BZQS.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049P59_1
CLL0C04BZQS.000004.ttl,claim-CLL0C04BZQS.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04ATEQ_0
CLL0C04BZQS.000004.ttl,claim-CLL0C04BZQS.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA1A_4
CLL0C04BZQS.000004.ttl,claim-CLL0C04BZQS.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04ATMM_0
CLL0C04BZQS.000004.ttl,claim-CLL0C04BZQS.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04ATRG_6
CLL0C04BZQS.000004.ttl,claim-CLL0C04BZQS.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049PHR_3
CLL0C04BZQS.000004.ttl,claim-CLL0C04BZQS.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04ATRG_0
CLL0C04BZQS.000004.ttl,claim-CLL0C04BZQS.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049PHR_1
CLL0C04BZQS.000004.ttl,claim-CLL0C04BZQS.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA5I_2
CLL0C04BZQS.000004.ttl,claim-CLL0C04BZQS.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA4M_9
CLL0C04BZQS.000004.ttl,claim-CLL0C04BZQS.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04ATRG_5
CLL0C04BZQS.000004.ttl,claim-CLL0C04BZQS.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04ATRG_8
CLL0C04BZQS.000004.ttl,claim-CLL0C04BZQS.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049P59_4
CLL0C04BZQS.000004.ttl,claim-CLL0C04BZQS.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049P3D_14
CLL0C04BZQS.000004.ttl,claim-CLL0C04BZQS.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04ATRG_2
CLL0C04BZQS.000004.ttl,claim-CLL0C04BZQS.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA4F_2
CLL0C04BZQS.000004.ttl,claim-CLL0C04BZQS.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA4U_8
CLL0C04BZQS.000004.ttl,claim-CLL0C04BZQS.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04ATRF_3
CLL0C04BZQS.000004.ttl,claim-CLL0C04BZQS.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04ATRA_9
CLL0C04BZQS.000004.ttl,claim-CLL0C04BZQS.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049P3D_10
CLL0C04BZQS.000004.ttl,claim-CLL0C04BZQS.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049P3D_13
CLL0C04BZQS.000004.ttl,claim-CLL0C04BZQS.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CVH6_0
CLL0C04BZQS.000004.ttl,claim-CLL0C04BZQS.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04ATQR_1
CLL0C04BZQS.000004.ttl,claim-CLL0C04BZQS.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04ATL5_2
CLL0C04BZQS.000004.ttl,claim-CLL0C04BZQS.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049PE0_0
CLL0C04BZQS.000004.ttl,claim-CLL0C04BZQS.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04ATLC_2
CLL0C04BZS6.000004.ttl,claim-CLL0C04BZS6.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04ATJY_0
CLL0C04BZS6.000004.ttl,claim-CLL0C04BZS6.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049P3R_2
CLL0C04BZS6.000004.ttl,claim-CLL0C04BZS6.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04ATRG_0
CLL0C04BZS6.000004.ttl,claim-CLL0C04BZS6.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049PHR_1
CLL0C04BZS6.000004.ttl,claim-CLL0C04BZS6.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA4F_2
CLL0C04BZS6.000004.ttl,claim-CLL0C04BZS6.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04ATRF_3
CLL0C04BZS6.000004.ttl,claim-CLL0C04BZS6.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049PE0_0
CLL0C04C06G.000004.ttl,claim-CLL0C04C06G.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA1A_3
CLL0C04C06G.000004.ttl,claim-CLL0C04C06G.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049P3U_6
CLL0C04C08B.000004.ttl,claim-CLL0C04C08B.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049P3U_2
CLL0C04C08B.000004.ttl,claim-CLL0C04C08B.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA5O_8
CLL0C04C08B.000004.ttl,claim-CLL0C04C08B.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA5M_5
CLL0C04C08B.000004.ttl,claim-CLL0C04C08B.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA5R_1
CLL0C04C08B.000004.ttl,claim-CLL0C04C08B.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA4F_1
CLL0C04C08B.000004.ttl,claim-CLL0C04C08B.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049P3U_1
CLL0C04C08B.000004.ttl,claim-CLL0C04C08B.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA4F_5
CLL0C04C08B.000004.ttl,claim-CLL0C04C08B.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA4F_0
CLL0C04C08B.000004.ttl,claim-CLL0C04C08B.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049P3U_6
CLL0C04C08B.000004.ttl,claim-CLL0C04C08B.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049P3U_4
CLL0C04C0PY.000004.ttl,claim-CLL0C04C0PY.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049P3U_2
CLL0C04C0PY.000004.ttl,claim-CLL0C04C0PY.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA1A_2
CLL0C04C0PY.000004.ttl,claim-CLL0C04C0PY.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049P3D_8
CLL0C04C0PY.000004.ttl,claim-CLL0C04C0PY.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA5R_1
CLL0C04C0PY.000004.ttl,claim-CLL0C04C0PY.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049P3U_1
CLL0C04C0PY.000004.ttl,claim-CLL0C04C0PY.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA5O_6
CLL0C04C0PY.000004.ttl,claim-CLL0C04C0PY.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA5O_14
CLL0C04C0PY.000004.ttl,claim-CLL0C04C0PY.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA1A_1
CLL0C04C0PY.000004.ttl,claim-CLL0C04C0PY.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA5M_1
CLL0C04C0PY.000004.ttl,claim-CLL0C04C0PY.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CVH6_2
CLL0C04C0PY.000004.ttl,claim-CLL0C04C0PY.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA4F_5
CLL0C04C0PY.000004.ttl,claim-CLL0C04C0PY.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA4F_0
CLL0C04C0PY.000004.ttl,claim-CLL0C04C0PY.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049P3U_6
CLL0C04C0VT.000004.ttl,claim-CLL0C04C0VT.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049P3U_2
CLL0C04C0VT.000004.ttl,claim-CLL0C04C0VT.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA5R_0
CLL0C04C0VT.000004.ttl,claim-CLL0C04C0VT.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA5M_5
CLL0C04C0VT.000004.ttl,claim-CLL0C04C0VT.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA1A_3
CLL0C04C0VT.000004.ttl,claim-CLL0C04C0VT.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA1A_0
CLL0C04C0VT.000004.ttl,claim-CLL0C04C0VT.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049P3D_8
CLL0C04C0VT.000004.ttl,claim-CLL0C04C0VT.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA5R_1
CLL0C04C0VT.000004.ttl,claim-CLL0C04C0VT.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA4F_1
CLL0C04C0VT.000004.ttl,claim-CLL0C04C0VT.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA5O_10
CLL0C04C0VT.000004.ttl,claim-CLL0C04C0VT.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049P3U_1
CLL0C04C0VT.000004.ttl,claim-CLL0C04C0VT.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA5O_13
CLL0C04C0VT.000004.ttl,claim-CLL0C04C0VT.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA5O_6
CLL0C04C0VT.000004.ttl,claim-CLL0C04C0VT.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA5O_14
CLL0C04C0VT.000004.ttl,claim-CLL0C04C0VT.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA5O_12
CLL0C04C0VT.000004.ttl,claim-CLL0C04C0VT.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA1A_1
CLL0C04C0VT.000004.ttl,claim-CLL0C04C0VT.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA5M_1
CLL0C04C0VT.000004.ttl,claim-CLL0C04C0VT.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA4F_5
CLL0C04C0VT.000004.ttl,claim-CLL0C04C0VT.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA4F_0
CLL0C04C0VT.000004.ttl,claim-CLL0C04C0VT.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049P3U_6
CLL0C04C0VT.000004.ttl,claim-CLL0C04C0VT.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049P3U_4
CLL0C04C1AR.000004.ttl,claim-CLL0C04C1AR.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049PA1_5
CLL0C04C1B4.000004.ttl,claim-CLL0C04C1B4.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA66_0
CLL0C04C1B4.000004.ttl,claim-CLL0C04C1B4.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA6I_0
CLL0C04C1B4.000004.ttl,claim-CLL0C04C1B4.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA66_7
CLL0C04C1B4.000004.ttl,claim-CLL0C04C1B4.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049P55_3
CLL0C04C1B4.000004.ttl,claim-CLL0C04C1B4.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA66_7
CLL0C04C1B4.000004.ttl,claim-CLL0C04C1B4.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA6I_2
CLL0C04C1B4.000004.ttl,claim-CLL0C04C1B4.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049PAM_0
CLL0C04C1B4.000004.ttl,claim-CLL0C04C1B4.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA66_9
CLL0C04C1F9.000004.ttl,claim-CLL0C04C1F9.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04958K_3
CLL0C04C1F9.000004.ttl,claim-CLL0C04C1F9.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049DZE_1
CLL0C04C1F9.000004.ttl,claim-CLL0C04C1F9.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA70_1
CLL0C04C1F9.000004.ttl,claim-CLL0C04C1F9.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049P8R_1
CLL0C04C1F9.000004.ttl,claim-CLL0C04C1F9.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA72_4
CLL0C04C1F9.000004.ttl,claim-CLL0C04C1F9.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049P55_3
CLL0C04C1F9.000004.ttl,claim-CLL0C04C1F9.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049DZE_2
CLL0C04C1F9.000004.ttl,claim-CLL0C04C1F9.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA70_10
CLL0C04C1F9.000004.ttl,claim-CLL0C04C1F9.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049DZL_0
CLL0C04C1F9.000004.ttl,claim-CLL0C04C1F9.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA6N_0
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA70_14
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04958S_0
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049DR3_4
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049DR3_6
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04958O_4
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049PDK_5
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049P8T_0
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04958I_1
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA9W_4
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04958K_3
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049PK3_2
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049DZE_1
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04958U_7
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA70_1
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049P55_1
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA9W_5
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA6P_16
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA70_8
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA2M_5
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA66_8
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049PCB_4
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049PAM_1
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04958V_1
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04958M_0
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049P55_3
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049PAM_3
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04958U_6
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA6Q_5
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049PGQ_5
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA70_11
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049PGQ_0
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049PHW_2
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049P4X_1
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA70_7
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA6Q_0
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA70_10
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049PDK_0
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049DYJ_0
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CAAY_2
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C0495AJ_1
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049PAM_2
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04958P_0
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CAAU_0
CLL0C04C3YI.000004.ttl,claim-CLL0C04C3YI.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049PJU_1
CLL0C04C3YI.000004.ttl,claim-CLL0C04C3YI.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04ATGD_1
CLL0C04C3YI.000004.ttl,claim-CLL0C04C3YI.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04ATGD_0
CLL0C04C3YI.000004.ttl,claim-CLL0C04C3YI.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04D4F2_0
CLL0C04C3YI.000004.ttl,claim-CLL0C04C3YI.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA25_0
CLL0C04C4H7.000004.ttl,claim-CLL0C04C4H7.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04ATGD_0
CLL0C04C4H7.000004.ttl,claim-CLL0C04C4H7.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA25_0
CLL0C04C54T.000004.ttl,claim-CLL0C04C54T.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04958D_0
CLL0C04C54T.000004.ttl,claim-CLL0C04C54T.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA9S_5
CLL0C04C54T.000004.ttl,claim-CLL0C04C54T.000004,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA25_0
